Site,Location,Ashtray,Type,Direction,Easting,Northing
"Dundee Street","Bus stop outside shop",No,Neopolitan,EB,323947.71,672566.56
"Dundee Street","Bus stop at kwik fit garage",No,Neopolitan,EB,324147.89,672679.37
"Meggetland Wynd","On footpath overlooking the canal",Yes,"Derby Slimline",SB,323089.39,671160.76
"Temple Park Crescent","Oppisite number 66",No,Neopolitan,SB,323856.8,672272.94
"Temple Park Crescent","Outside number 29",Yes,"Derby Slimline",SB,323931.13,672324.28
"New Mart Road","Outside link office",Yes,"Derby Slimline",EB,322132.77,671242.73
"New Mart Road","Outside the risk factory",Yes,"Derby Slimline",EB,321950.95,670976.62
"Chesser Avenue","At bus stop outside 10",Yes,"Derby Slimline",EB,321895.04,671516.32
"Chesser Avenue","Bus stop opposite larch park loan",Yes,"Derby Slimline",WB,322047.54,671385.43
"Hutchison Crossway","Outside number 17",Yes,"Derby Slimline",WB,322496.65,671617.55
"Hutchison Crossway","On footpath on the cycleway",No,Amberol,SB,322431.03,671736.07
"Harrison Road","Harrison park East next to steps at canal",Yes,"Derby Standard Green",SB,323671.73,672061.36
"Harrison Park East","At steps leading up to Watson crescent",Yes,"Derby Standard Green",NB,323676.85,672195.86
"New Market Road","At bus stop new market road",Yes,Topsy,EB,322192.5,671151.59
"New Market Road","Bus stop opposite the corn exchange",Yes,"Derby Slimline",WB,322181.19,671179.63
"Hutchison Place","Outside the shop  number 10",Yes,"Derby Slimline",EB,322389.08,671380.93
"Lockharton Crescent","Next to the steps leading to Craiglockhart hills",Yes,"Wybone S/l",NB,323105.08,670891.53
"Grove Street","Opp 2 mcewan sq",Yes,"Derby Standard","Not Applicable",324396.75,672936.29
"Craiglockhart Terrace",,Yes,"Wybone S/l",EB,323251.49,671001.24
"Colinton Road","Bus stop opposite medical centre",Yes,Topsy,EB,321863.17,669126.42
"Colinton Road","Bus stop opposite st cuthberts court",Yes,"Derby Auto Slimline",EB,321712.16,669033.74
"Melvin Walk","Next to new flats.",Yes,"Derby Standard","Not Applicable",324332.02,672861.05
"Melvin Walk","Next to seats.",Yes,"Derby Standard","Not Applicable",324348.36,672841.84
"Melvin Walk","Next to new flats.",Yes,"Derby Standard","Not Applicable",324338.56,672853.15
"Laichpark Loan","At lane leading to Laichpark loan",Yes,Topsy,NB,322063.47,671361.98
"Meggetland Square","On footpath overlooking meggetland sport field",No,"Derby Round",,322732.06,671073.53
