Site,Location,Ashtray,Type,Direction,Easting,Northing
"Saughton Road North","Bus stop opposite church",Yes,"Derby Slimline",SB,320269.81,672086.86
"Saughton Road North","at bus stop at no 57","Not Applicable","Derby Slimline",SB,320140.86,672390.41
"Corstorphine High Street","At bus stop opposite 46",No,Topsy,WB,319871.13,672674.45
"Corstorphine High Street","In park at North wall",No,"Derby Standard Green",WB,319873.09,672670.47
"Corstorphine High Street","Seating area on North side",Yes,"Derby Standard Green",WB,319839.04,672663.63
"Corstorphine High Street","Outside play area",No,"Derby Standard Green",SB,319796.53,672613.94
"Corstorphine High Street","At North West entrance",Yes,"Derby Standard Green",WB,319783.77,672651.43
"Saughtonhall Drive","at bus stop 202840",Yes,"Derby Slimline",NB,321924.17,672515.13
"Saughtonhall Drive","at bus stop 202850",Yes,"Derby Slimline",NB,321909.73,672798.06
"Saughtonhall Drive","at bus stop 202860",Yes,"Derby Slimline",NB,321919.85,672948.31
"Saughtonhall Drive","at bus stop 247000",Yes,"Derby Slimline",SB,321969.82,673098.74
"Saughtonhall Drive","at bus stop 247010",Yes,"Derby Slimline",SB,321930.4,672757.92
"Saughtonhall Drive","at bus stop 247020",Yes,"Derby Slimline",SB,321937.37,672559.71
"Saughtonhall Drive","At temporary bus stop",Yes,"Derby Slimline",SB,321970.3,673092.72
"St John's Road","Outside 183 evolution funiture",Yes,"Derby Auto Slimline",WB,319894.84,672941.89
"Downie Terrace","Outside enterprise car hire opposite holiday inn",Yes,"Derby Slimline",WB,320906.14,672840.86
"Downie Terrace","Bus stop outside Edinburgh Zoo",Yes,"Derby Standard",EB,320899.66,672862.85
"Dovecot Road","In park at South entrance",Yes,"Derby Standard Green",SB,319855.41,672429.93
"St John's Road","Opposite Wongs Chinese Restaurant",Yes,"Derby Slimline",EB,319717.56,672987.18
"St John's Road","at bus stop 247080",Yes,"Derby Slimline",WB,320445,672827.1
"St John's Road","Outside 89, David Loyd Tennis Club",Yes,"Derby Auto Slimline",WB,320272.59,672868.29
"St John's Road","Outside Subway",Yes,"Derby Double Slimline",WB,320127.88,672903.09
"St John's Road","Opposite Station Road",Yes,"Derby Slimline",EB,320184.63,672902.91
"St John's Road","Outside Wongs Chinese Restaurant",Yes,"Derby Standard",WB,319737.08,672966.84
"St John's Road","Outside pizza hut, before Manse Road",Yes,"Derby Double Slimline",WB,319868.42,672944.89
"St John's Road","Oppsoite St John's Crescent",Yes,"Derby Slimline",EB,320549.15,672827.64
"St John's Road","Bus stop 247110",Yes,"Derby Standard",WB,320046.52,672919.27
"St John's Road","Outside Scotmid at 149",Yes,"Derby Standard",WB,320017.65,672924.97
"St John's Road","Outside William Hill at 78",Yes,"Derby Slimline",EB,320018.99,672926.72
"St John's Road","Outside Lyods TSB at 163",Yes,"Derby Standard",WB,319978.61,672931.06
"St John's Road","Outside Harp Hotel",Yes,"Derby Slimline",EB,319915.58,672955.87
"St John's Road","At bus stop 202740",Yes,"Derby Standard",WB,319445.53,672953.02
"St John's Road","Opposite 301",Yes,"Derby Slimline",EB,319394.7,672958.72
"St John's Road","Outside McColls",No,Neopolitan,WB,319551.25,672975.79
"St John's Road","At bus stop 247140",Yes,"Derby Standard",WB,319470.37,672964.35
"Baird Drive","Just over footbridge",Yes,"Derby Slimline",EB,322282.36,672603.95
"Station Road","Opposite premier shop",Yes,"Derby Auto Slimline",WB,320187.32,672882.54
"Succoth Gardens","Outside Murryfield House",No,Topsy,EB,322723.33,673516.02
"Osborne Terrace","at bus stop at no 1",Yes,Wybone,WB,323602.16,673214.47
"Forrester Park Drive","On grass ar garages",No,Barnsley,EB,319800.78,671704.62
"Garscube Terrace","On corner of Succoth gardens",No,"Half Edinburgh",NB,322841.88,673752.05
"Glendevon Avenue","On path leading to play area",Yes,"Derby Standard Green","Not Applicable",321591.06,672765.52
"Glendevon Park","At foot of steps near entrance to park",No,"Half Edinburgh",WB,321626.38,672483.08
"Glendevon Park","Within play area",Yes,Brunel,"Not Applicable",321799.87,672531.82
"Broomhall Road","outside shops",Yes,Topsy,EB,319817.45,672186.29
"Station Road","On corner of station rd and st johns rd",Yes,"Derby Slimline",NB,320189.94,672887.25
"St John's Road",,Yes,"Derby Standard",WB,319646.94,672981.08
"St John's Road","Bus stop 202760",Yes,"Derby Standard",EB,319898.15,672970.04
"St John's Road",,Yes,"Derby Slimline",WB,320475.66,672826.4
"St John's Road","Bus stop 202750",Yes,"Derby Standard",EB,319700.93,672998.45
"Craigleith Crescent","At entrance to Telford path on craigleith crescent",Yes,Wybone,SB,322388.23,674414.87
"Craigleith Crescent","At bus stop",Yes,Wybone,NB,322382.35,674390.37
"Blinkbonny Terrace",,Yes,Wybone,NB,322375.38,674322.36
"Roseburn Crescent","South west entrance to park",No,"Half Edinburgh","Not Applicable",322684.5,672994.5
"Pinkhill Park","Bottom of steps from path",No,Topsy,EB,320827.83,672732.74
"Corstorphine Road","Outside tennis club",Yes,Wybone,WB,322330.54,673162.08
"Corstorphine Road","Corstorphine Hill entrance",No,Barnsley,EB,321486.4,673008.26
"Murrayfield Avenue",,No,Topsy,SB,322871.27,673289.18
"Broomhall Road","Outside shops",Yes,"Derby Double",SB,319789.93,672234.17
"Ladywell Avenue",,Yes,"Derby Standard",EB,319734.13,671982.84
"St Margaret's Park","Within play area",No,"Derby Standard Green",SB,319847.96,672569.64
"Campbell Avenue","Campbell avenue grass area",No,Topsy,WB,322380.52,673508.76
"Pape's Cottages","Top of path to water of leith walkway",Yes,"Derby Slimline","Not Applicable",322981.07,673252.7
"Saughton Road North","East entrance to union park",Yes,"Derby Standard",EB,320431.61,672239.64
"Saughton Road North","Outside premier shop",Yes,"Derby Slimline",EB,320338.63,672006.25
Pinkhill,,No,"Half Edinburgh",EB,321042.11,672769.11
"Wester Coates Gardens","Entrance to water of leith walkway",No,"Half Edinburgh",SB,323407.5,673431.7
